Item ID,Item Name,Category,Brand,Supplier Name,Purchase Price,Selling Price,Stock Quantity,Reorder Level,Expiry Date,Last Restocked Date,Sales Per Month,Days Since Restock,Stock Cluster
4742,Toothpaste,1,2,Patel Suppliers,44.34,51.9,26,35,2023-03-15,2023-01-28,82,871,1
4743,Wheat Flour,6,7,Gupta Wholesalers,244.86,271.08,33,23,2023-03-15,2023-01-15,43,884,1
4744,Detergent,2,0,Patel Suppliers,86.47,110.85,255,48,2023-06-16,2023-02-17,19,851,2
4745,Chips,3,9,Agarwal Mart,36.41,40.59,41,25,2023-11-26,2023-01-22,8,877,1
4746,Shampoo,1,3,Patel Suppliers,225.79,274.62,211,10,2023-11-26,2023-01-30,36,869,2
4747,Chips,5,6,Patel Suppliers,370.91,438.89,15,25,2023-03-14,2023-01-29,75,870,1
4748,Wheat Flour,0,1,Verma Distributors,329.11,364.0,160,12,2023-12-13,2023-02-15,11,853,1
4749,Detergent,3,5,Verma Distributors,12.01,16.33,344,31,2023-02-16,2023-02-02,78,866,0
4750,Detergent,6,3,Sharma Traders,479.04,693.91,443,40,2023-02-16,2023-02-10,54,858,0
4751,Toothpaste,0,2,Verma Distributors,152.1,200.74,492,26,2023-04-11,2023-01-27,15,872,0
4752,Milk,4,3,Sharma Traders,184.25,247.99,466,50,2023-04-11,2023-02-19,49,849,0
4753,Detergent,6,2,Agarwal Mart,31.97,41.79,403,42,2023-04-11,2023-01-18,64,881,0
4754,Shampoo,5,1,Verma Distributors,454.42,680.18,289,41,2023-10-30,2023-01-24,76,875,2
4755,Pen,0,4,Gupta Wholesalers,120.54,138.92,129,32,2023-04-22,2023-01-12,66,887,1
4756,Shampoo,0,6,Agarwal Mart,146.92,175.7,86,15,2023-07-10,2023-02-21,10,847,1
4757,Toothpaste,6,6,Gupta Wholesalers,359.68,403.1,328,37,2023-07-10,2023-01-27,87,872,2
4758,Rice,6,3,Patel Suppliers,301.34,416.96,86,26,2023-07-10,2023-02-27,39,841,1
4759,Milk,2,5,Agarwal Mart,88.59,107.14,364,18,2023-04-13,2023-02-11,40,857,0
4760,Detergent,5,9,Patel Suppliers,155.66,184.61,379,19,2023-10-16,2023-01-20,19,879,0
4761,Milk,1,2,Verma Distributors,440.89,557.47,237,16,2023-10-16,2023-01-11,25,888,2
4762,Shampoo,0,6,Verma Distributors,66.7,85.39,94,28,2023-04-18,2023-01-04,22,895,1
4763,Toothpaste,2,3,Patel Suppliers,257.19,371.37,311,43,2023-09-13,2023-01-22,89,877,2
4764,Milk,3,2,Patel Suppliers,496.85,662.35,107,39,2023-04-19,2023-02-12,32,856,1
4765,Toothpaste,2,5,Gupta Wholesalers,61.7,72.19,346,20,2023-09-15,2023-01-02,100,897,0
4766,Detergent,4,6,Patel Suppliers,393.4,525.6,95,17,2023-09-15,2023-02-18,35,850,1
4767,Detergent,0,5,Agarwal Mart,203.7,240.44,470,27,2023-02-14,2023-01-06,39,893,0
4768,Toothpaste,2,2,Agarwal Mart,480.26,664.78,75,31,2023-02-27,2023-01-11,33,888,1
4769,Rice,5,8,Sharma Traders,349.9,469.37,457,42,2023-08-23,2023-02-15,15,853,0
4770,Detergent,6,1,Agarwal Mart,279.21,397.78,115,38,2023-08-23,2023-03-02,39,838,1
4771,Chips,2,9,Agarwal Mart,379.96,419.37,278,21,2023-06-12,2023-02-22,78,846,2
4772,Notebook,2,2,Agarwal Mart,492.77,621.39,385,38,2023-02-15,2023-01-10,64,889,0
4773,Shampoo,6,8,Verma Distributors,16.69,24.21,99,14,2023-02-15,2023-01-17,18,882,1
4774,Rice,5,6,Gupta Wholesalers,473.8,536.76,66,40,2023-01-31,2023-02-14,75,854,1
4775,Shampoo,5,9,Agarwal Mart,209.8,252.17,468,24,2023-07-14,2023-02-24,68,844,0
4776,Detergent,4,6,Sharma Traders,351.68,433.97,386,39,2023-07-14,2023-02-10,73,858,0
4777,Wheat Flour,1,0,Verma Distributors,152.26,216.92,418,23,2023-07-14,2023-01-07,25,892,0
4778,Wheat Flour,5,7,Verma Distributors,462.77,615.82,319,47,2023-09-19,2023-01-02,15,897,2
4779,Toothpaste,0,6,Verma Distributors,140.98,179.21,19,29,2023-11-29,2023-01-28,80,871,1
4780,Chips,0,0,Sharma Traders,321.27,368.15,200,43,2023-06-02,2023-02-02,34,866,2
4781,Shampoo,5,7,Agarwal Mart,467.96,669.69,347,25,2023-10-15,2023-02-13,37,855,0
4782,Soap,2,3,Sharma Traders,307.81,365.26,314,23,2023-04-01,2023-01-10,96,889,2
4783,Notebook,2,0,Sharma Traders,437.09,645.25,153,13,2023-08-08,2023-02-14,48,854,1
4784,Milk,3,1,Gupta Wholesalers,415.61,605.33,472,32,2023-09-01,2023-02-26,19,842,0
4785,Shampoo,0,6,Gupta Wholesalers,319.16,354.64,360,20,2023-09-11,2023-02-16,79,852,0
4786,Notebook,6,6,Gupta Wholesalers,122.17,161.82,270,25,2023-09-11,2023-02-01,65,867,2
4787,Detergent,5,5,Verma Distributors,18.47,25.72,476,32,2023-09-18,2023-01-26,34,873,0
4788,Soap,1,5,Gupta Wholesalers,12.56,14.09,239,30,2023-09-18,2023-02-18,73,850,2
4789,Pen,4,4,Gupta Wholesalers,421.86,553.8,245,33,2023-09-18,2023-01-18,20,881,2
4790,Milk,1,6,Patel Suppliers,119.06,161.41,30,44,2023-09-18,2023-01-28,7,871,1
4791,Detergent,5,7,Patel Suppliers,298.86,433.7,257,22,2023-05-19,2023-01-05,34,894,2
4792,Chips,5,2,Patel Suppliers,164.7,198.52,141,38,2023-07-03,2023-02-06,71,862,1
4793,Wheat Flour,4,1,Agarwal Mart,54.67,62.06,344,29,2023-07-03,2023-01-05,32,894,0
4794,Wheat Flour,2,7,Patel Suppliers,36.13,45.03,220,10,2023-03-02,2023-02-05,100,863,2
4795,Shampoo,5,1,Gupta Wholesalers,51.14,59.79,331,12,2023-04-27,2023-01-07,25,892,2
4796,Toothpaste,4,6,Verma Distributors,237.93,262.89,162,39,2023-04-27,2023-01-13,20,886,1
4797,Rice,6,7,Patel Suppliers,56.75,84.43,113,14,2023-04-27,2023-01-27,14,872,1
4798,Notebook,4,1,Verma Distributors,72.11,81.12,364,17,2023-04-27,2023-01-22,21,877,0
4799,Notebook,5,0,Sharma Traders,50.08,73.39,332,25,2023-04-18,2023-02-10,77,858,2
4800,Milk,1,4,Verma Distributors,182.98,252.71,133,10,2023-04-18,2023-01-20,14,879,1
4801,Rice,1,8,Gupta Wholesalers,488.1,625.32,451,43,2023-04-18,2023-02-23,31,845,0
4802,Toothpaste,5,0,Verma Distributors,139.84,194.28,374,13,2023-09-13,2023-01-19,54,880,0
4803,Shampoo,5,2,Verma Distributors,495.03,631.11,239,38,2023-07-26,2023-01-25,73,874,2
4804,Shampoo,0,6,Agarwal Mart,447.48,499.64,482,14,2023-08-30,2023-01-07,5,892,0
4805,Shampoo,4,5,Patel Suppliers,483.87,699.07,253,23,2023-08-30,2023-01-28,49,871,2
4806,Chips,3,3,Patel Suppliers,110.38,123.76,436,48,2023-10-11,2023-01-20,44,879,0
4807,Milk,6,0,Sharma Traders,143.21,164.3,280,50,2023-10-11,2023-02-13,96,855,2
4808,Detergent,0,4,Gupta Wholesalers,23.35,30.68,316,12,2023-09-20,2023-01-25,76,874,2
4809,Detergent,0,8,Gupta Wholesalers,254.59,380.81,170,35,2023-09-28,2023-02-08,80,860,1
4810,Wheat Flour,2,4,Gupta Wholesalers,394.32,449.92,364,43,2023-02-14,2023-01-19,50,880,0
4811,Wheat Flour,3,6,Sharma Traders,114.02,141.28,333,20,2023-05-06,2023-02-26,32,842,2
4812,Milk,0,8,Verma Distributors,214.05,251.04,74,38,2023-03-12,2023-02-19,48,849,1
4813,Detergent,4,2,Patel Suppliers,309.02,395.7,156,23,2023-03-12,2023-03-01,21,839,1
4814,Detergent,0,1,Sharma Traders,268.23,356.31,55,50,2023-07-25,2023-02-04,21,864,1
4815,Pen,5,4,Patel Suppliers,280.07,395.51,88,33,2023-08-04,2023-01-21,98,878,1
4816,Shampoo,2,3,Agarwal Mart,57.38,77.17,307,45,2023-04-30,2023-02-17,51,851,2
4817,Shampoo,3,4,Patel Suppliers,492.56,727.53,213,18,2023-10-25,2023-01-30,10,869,2
4818,Soap,5,0,Sharma Traders,195.65,252.73,99,12,2023-08-19,2023-01-04,94,895,1
4819,Chips,3,4,Agarwal Mart,128.47,191.31,80,49,2023-12-31,2023-01-17,81,882,1
4820,Notebook,0,8,Sharma Traders,346.37,452.8,459,46,2023-07-16,2023-01-29,66,870,0
4821,Pen,2,3,Gupta Wholesalers,130.61,179.93,419,18,2023-06-14,2023-01-06,44,893,0
4822,Wheat Flour,4,5,Agarwal Mart,403.08,490.79,492,40,2023-06-14,2023-02-15,56,853,0
4823,Rice,6,6,Gupta Wholesalers,143.27,202.34,400,34,2023-06-14,2023-01-13,35,886,0
4824,Milk,0,4,Agarwal Mart,74.0,104.03,291,38,2023-04-30,2023-02-02,39,866,2
4825,Milk,4,4,Agarwal Mart,447.98,651.05,371,35,2023-04-30,2023-02-11,39,857,0
4826,Rice,4,4,Sharma Traders,65.96,90.65,425,25,2023-04-30,2023-01-23,40,876,0
4827,Pen,0,7,Agarwal Mart,315.56,375.87,173,15,2023-02-05,2023-02-27,18,841,2
4828,Milk,0,8,Sharma Traders,147.67,186.42,157,47,2023-09-19,2023-02-06,31,862,1
4829,Toothpaste,6,2,Sharma Traders,114.72,140.67,446,15,2023-09-19,2023-01-11,37,888,0
4830,Soap,1,5,Agarwal Mart,315.16,450.31,162,49,2023-09-19,2023-01-09,96,890,1
4831,Soap,1,6,Sharma Traders,483.02,703.94,420,24,2023-09-19,2023-02-24,49,844,0
4832,Soap,1,6,Sharma Traders,178.8,254.36,420,50,2023-09-19,2023-02-10,30,858,0
4833,Notebook,6,2,Gupta Wholesalers,247.87,301.75,457,41,2023-09-19,2023-01-09,26,890,0
4834,Notebook,1,0,Gupta Wholesalers,261.29,343.84,133,37,2023-09-19,2023-02-03,93,865,1
4835,Notebook,4,2,Agarwal Mart,493.44,555.09,8,47,2023-09-19,2023-01-03,92,896,1
4836,Chips,5,2,Agarwal Mart,189.97,232.24,495,42,2023-10-31,2023-02-01,87,867,0
4837,Chips,1,2,Agarwal Mart,81.89,96.38,452,47,2023-10-31,2023-01-18,75,881,0
4838,Shampoo,6,4,Sharma Traders,470.15,672.2,231,15,2023-10-31,2023-01-19,60,880,2
4839,Notebook,3,7,Patel Suppliers,194.69,252.84,483,17,2023-09-22,2023-01-30,22,869,0
4840,Pen,3,2,Gupta Wholesalers,97.4,131.78,309,30,2023-06-23,2023-02-12,36,856,2
4841,Wheat Flour,2,3,Patel Suppliers,268.49,300.42,351,35,2023-08-21,2023-01-03,58,896,0
4842,Rice,3,2,Patel Suppliers,462.68,540.37,458,33,2023-08-05,2023-01-21,76,878,0
4843,Chips,1,4,Verma Distributors,297.17,442.13,171,49,2023-08-05,2023-01-18,93,881,2
4844,Rice,1,6,Verma Distributors,123.71,136.89,234,28,2023-08-05,2023-01-18,13,881,2
4845,Pen,1,1,Patel Suppliers,29.93,43.42,339,36,2023-08-05,2023-01-20,72,879,0
4846,Pen,2,8,Verma Distributors,118.46,155.88,314,14,2023-08-22,2023-01-23,45,876,2
4847,Pen,5,3,Verma Distributors,468.87,699.02,460,35,2023-04-25,2023-02-25,64,843,0
4848,Notebook,3,6,Agarwal Mart,211.12,301.22,121,33,2023-03-02,2023-01-13,96,886,1
4849,Notebook,1,2,Verma Distributors,117.91,159.85,389,24,2023-03-02,2023-02-17,8,851,0
4850,Toothpaste,6,6,Sharma Traders,339.14,439.95,122,34,2023-03-02,2023-01-18,25,881,1
4851,Pen,1,4,Sharma Traders,17.97,21.42,295,36,2023-03-02,2023-01-24,23,875,2
4852,Milk,3,9,Verma Distributors,145.0,173.74,189,33,2023-10-27,2023-02-01,51,867,2
4853,Pen,5,9,Gupta Wholesalers,250.44,309.92,28,49,2023-06-08,2023-02-08,16,860,1
4854,Notebook,4,9,Patel Suppliers,98.19,119.26,211,20,2023-06-08,2023-01-14,12,885,2
4855,Milk,2,0,Agarwal Mart,273.07,370.89,125,26,2023-02-11,2023-01-29,47,870,1
4856,Chips,3,1,Verma Distributors,487.78,593.86,398,32,2023-07-11,2023-01-09,99,890,0
4857,Toothpaste,1,6,Patel Suppliers,237.46,348.78,359,34,2023-07-11,2023-02-17,36,851,0
4858,Chips,6,5,Gupta Wholesalers,313.1,452.33,42,20,2023-07-11,2023-01-22,94,877,1
4859,Chips,3,4,Patel Suppliers,155.59,225.18,467,33,2023-05-15,2023-01-23,37,876,0
4860,Pen,2,7,Patel Suppliers,309.84,449.03,457,50,2023-06-08,2023-01-18,52,881,0
4861,Detergent,3,3,Verma Distributors,471.22,535.11,221,16,2023-12-06,2023-02-06,69,862,2
4862,Pen,0,7,Patel Suppliers,70.71,99.14,54,40,2023-02-03,2023-01-22,38,877,1
4863,Milk,0,6,Patel Suppliers,89.02,99.53,107,21,2023-07-31,2023-02-19,44,849,1
4864,Milk,4,3,Patel Suppliers,217.47,313.26,424,11,2023-07-31,2023-02-01,30,867,0
4865,Rice,4,4,Verma Distributors,258.86,362.39,84,10,2023-07-31,2023-02-08,86,860,1
4866,Soap,6,3,Gupta Wholesalers,424.54,553.7,335,33,2023-07-31,2023-01-28,61,871,2
4867,Notebook,1,3,Patel Suppliers,255.17,378.99,23,49,2023-07-31,2023-01-02,10,897,1
4868,Rice,0,0,Patel Suppliers,234.77,349.28,461,16,2023-10-02,2023-01-20,45,879,0
4869,Shampoo,1,6,Sharma Traders,243.86,287.66,34,26,2023-10-02,2023-02-08,16,860,1
4870,Chips,3,5,Gupta Wholesalers,463.05,676.39,120,18,2023-09-09,2023-02-06,85,862,1
4871,Wheat Flour,4,5,Sharma Traders,184.35,250.24,405,26,2023-09-09,2023-01-12,34,887,0
4872,Soap,5,5,Gupta Wholesalers,426.13,529.62,7,40,2023-12-24,2023-01-04,21,895,1
4873,Notebook,4,1,Sharma Traders,60.46,70.24,168,12,2023-12-24,2023-02-11,7,857,1
4874,Shampoo,2,2,Sharma Traders,201.0,262.83,337,30,2023-09-05,2023-02-10,27,858,2
4875,Shampoo,3,9,Verma Distributors,337.81,445.19,78,21,2023-04-14,2023-02-06,64,862,1
4876,Wheat Flour,2,4,Gupta Wholesalers,330.51,383.37,347,28,2023-11-30,2023-02-16,61,852,0
4877,Notebook,5,5,Verma Distributors,372.53,452.29,179,37,2023-03-30,2023-02-27,37,841,2
4878,Pen,1,7,Patel Suppliers,257.61,359.36,179,41,2023-03-30,2023-01-30,76,869,2
4879,Rice,3,1,Verma Distributors,265.58,299.1,437,14,2023-03-14,2023-02-26,92,842,0
4880,Detergent,0,8,Gupta Wholesalers,464.31,626.64,455,16,2023-08-22,2023-01-28,22,871,0
4881,Notebook,0,2,Verma Distributors,28.02,41.18,251,46,2023-02-01,2023-01-25,33,874,2
4882,Soap,2,2,Verma Distributors,100.28,148.15,10,30,2023-10-12,2023-01-25,93,874,1
4883,Toothpaste,4,3,Sharma Traders,227.01,283.92,129,25,2023-10-12,2023-03-02,91,838,1
4884,Rice,5,6,Agarwal Mart,92.88,121.6,487,16,2023-05-02,2023-02-10,29,858,0
4885,Pen,2,7,Agarwal Mart,376.84,533.62,330,16,2023-05-08,2023-01-04,9,895,2
4886,Wheat Flour,0,1,Verma Distributors,17.24,23.82,390,27,2023-05-27,2023-01-24,9,875,0
4887,Chips,3,9,Verma Distributors,211.15,257.83,294,14,2023-10-02,2023-01-14,85,885,2
4888,Soap,0,3,Patel Suppliers,312.98,431.21,398,25,2023-07-09,2023-01-30,47,869,0
4889,Toothpaste,2,5,Agarwal Mart,150.73,203.3,259,27,2023-06-19,2023-02-24,78,844,2
4890,Pen,0,0,Gupta Wholesalers,443.84,504.35,50,43,2023-09-18,2023-01-18,44,881,1
4891,Soap,0,8,Verma Distributors,311.03,462.69,43,38,2023-09-13,2023-01-26,33,873,1
4892,Rice,5,6,Verma Distributors,322.1,435.16,62,35,2023-08-02,2023-02-28,19,840,1
4893,Wheat Flour,5,9,Verma Distributors,332.82,459.65,115,25,2023-04-01,2023-01-14,83,885,1
4894,Toothpaste,4,8,Sharma Traders,389.56,573.74,382,48,2023-04-01,2023-02-06,91,862,0
4895,Rice,6,2,Verma Distributors,39.21,48.75,467,41,2023-04-01,2023-01-27,99,872,0
4896,Shampoo,6,5,Agarwal Mart,288.21,400.75,407,49,2023-04-01,2023-01-13,78,886,0
4897,Wheat Flour,5,9,Patel Suppliers,40.29,52.27,382,13,2023-03-27,2023-02-03,70,865,0
4898,Shampoo,4,1,Sharma Traders,223.2,257.25,118,40,2023-03-27,2023-02-09,6,859,1
4899,Notebook,1,3,Agarwal Mart,455.58,618.1,143,36,2023-03-27,2023-01-31,21,868,1
4900,Rice,6,5,Verma Distributors,115.72,169.56,107,33,2023-03-27,2023-01-21,64,878,1
4901,Notebook,1,7,Sharma Traders,110.09,135.08,134,33,2023-03-27,2023-02-06,71,862,1
4902,Detergent,1,6,Gupta Wholesalers,323.02,439.06,232,27,2023-03-27,2023-02-24,90,844,2
4903,Chips,0,6,Gupta Wholesalers,438.36,617.78,298,30,2023-04-22,2023-02-11,47,857,2
4904,Toothpaste,2,8,Agarwal Mart,420.66,486.43,178,49,2023-04-12,2023-01-14,47,885,2
4905,Shampoo,0,6,Agarwal Mart,218.94,325.39,199,39,2023-05-20,2023-02-17,55,851,2
4906,Wheat Flour,0,2,Gupta Wholesalers,253.87,357.53,156,39,2023-09-12,2023-01-02,44,897,1
4907,Soap,5,2,Gupta Wholesalers,295.12,341.45,498,34,2023-06-09,2023-02-03,6,865,0
4908,Soap,3,9,Verma Distributors,247.61,342.82,379,11,2023-10-13,2023-01-15,13,884,0
4909,Notebook,6,0,Agarwal Mart,304.2,378.97,249,40,2023-10-13,2023-02-25,33,843,2
4910,Wheat Flour,0,5,Patel Suppliers,467.98,625.52,227,27,2023-05-09,2023-02-03,94,865,2
4911,Toothpaste,1,6,Agarwal Mart,486.78,614.82,325,26,2023-05-09,2023-01-05,83,894,2
4912,Shampoo,0,8,Sharma Traders,340.31,482.38,239,38,2023-04-20,2023-02-13,57,855,2
4913,Soap,4,8,Verma Distributors,103.45,138.58,176,27,2023-04-20,2023-01-23,9,876,2
4914,Detergent,6,9,Agarwal Mart,455.03,524.16,134,37,2023-04-20,2023-01-07,25,892,1
4915,Chips,6,6,Agarwal Mart,243.63,314.0,455,23,2023-04-20,2023-01-06,52,893,0
4916,Soap,0,0,Patel Suppliers,25.67,37.25,231,33,2023-07-17,2023-01-17,64,882,2
4917,Pen,6,5,Verma Distributors,392.44,530.19,379,13,2023-07-17,2023-01-14,76,885,0
4918,Pen,5,8,Verma Distributors,426.2,577.44,200,21,2023-06-17,2023-01-26,23,873,2
4919,Rice,0,2,Agarwal Mart,420.75,542.51,128,13,2023-09-26,2023-01-31,67,868,1
4920,Notebook,3,8,Verma Distributors,211.27,233.22,60,20,2023-10-14,2023-03-02,51,838,1
4921,Toothpaste,6,0,Verma Distributors,267.31,365.85,255,31,2023-10-14,2023-01-20,19,879,2
4922,Shampoo,0,1,Patel Suppliers,157.87,180.77,192,28,2023-05-07,2023-02-18,23,850,2
4923,Wheat Flour,6,8,Agarwal Mart,459.24,530.61,405,34,2023-05-07,2023-02-03,80,865,0
4924,Shampoo,6,5,Sharma Traders,296.3,350.54,344,40,2023-05-07,2023-01-10,21,889,0
4925,Toothpaste,2,7,Verma Distributors,454.95,590.13,198,46,2023-11-06,2023-01-30,77,869,2
4926,Chips,5,7,Sharma Traders,426.44,589.4,39,20,2023-06-29,2023-02-19,51,849,1
4927,Toothpaste,6,0,Sharma Traders,25.56,35.54,203,50,2023-06-29,2023-03-02,27,838,2
4928,Chips,3,7,Verma Distributors,157.57,197.23,93,24,2023-07-22,2023-01-05,10,894,1
4929,Wheat Flour,1,6,Agarwal Mart,66.58,80.2,60,41,2023-07-22,2023-01-19,43,880,1
4930,Soap,1,0,Agarwal Mart,467.33,592.39,432,13,2023-07-22,2023-02-26,83,842,0
4931,Toothpaste,6,8,Verma Distributors,499.83,692.79,313,41,2023-07-22,2023-01-09,44,890,2
4932,Wheat Flour,2,5,Sharma Traders,251.82,345.21,233,14,2023-04-30,2023-01-07,47,892,2
4933,Pen,6,9,Agarwal Mart,342.4,464.26,280,42,2023-04-30,2023-02-22,67,846,2
4934,Shampoo,1,8,Agarwal Mart,393.54,488.16,265,43,2023-04-30,2023-02-19,86,849,2
4935,Notebook,2,8,Patel Suppliers,260.4,304.04,270,16,2023-08-24,2023-01-12,98,887,2
4936,Wheat Flour,3,7,Patel Suppliers,351.23,395.71,466,18,2023-02-25,2023-01-09,95,890,0
4937,Shampoo,5,3,Verma Distributors,237.43,343.92,37,38,2023-09-08,2023-02-01,70,867,1
4938,Rice,5,3,Gupta Wholesalers,455.34,634.92,454,15,2023-10-06,2023-03-02,6,838,0
4939,Toothpaste,0,7,Verma Distributors,224.27,315.43,454,35,2023-10-19,2023-02-05,57,863,0
4940,Shampoo,3,2,Sharma Traders,427.43,562.92,8,42,2023-12-27,2023-01-21,30,878,1
4941,Chips,6,6,Verma Distributors,333.26,452.44,234,10,2023-12-27,2023-01-26,83,873,2
4942,Wheat Flour,5,1,Agarwal Mart,259.75,347.06,210,24,2023-10-30,2023-01-22,46,877,2
4943,Toothpaste,1,5,Sharma Traders,162.56,193.41,463,18,2023-10-30,2023-01-11,34,888,0
4944,Wheat Flour,1,0,Patel Suppliers,408.78,459.65,335,39,2023-10-30,2023-01-28,75,871,2
4945,Shampoo,4,7,Gupta Wholesalers,498.77,586.74,121,20,2023-10-30,2023-01-10,23,889,1
4946,Detergent,3,9,Sharma Traders,57.7,71.27,256,29,2023-11-17,2023-02-11,33,857,2
4947,Notebook,6,2,Patel Suppliers,227.3,340.35,211,21,2023-11-17,2023-01-05,89,894,2
4948,Rice,0,3,Sharma Traders,423.35,569.49,284,47,2023-02-21,2023-02-10,73,858,2
4949,Detergent,3,3,Gupta Wholesalers,145.11,182.91,252,22,2023-09-30,2023-02-15,76,853,2
4950,Detergent,4,6,Verma Distributors,463.52,594.63,322,31,2023-09-30,2023-02-17,93,851,2
4951,Milk,4,4,Patel Suppliers,470.03,684.07,398,29,2023-09-30,2023-01-08,50,891,0
4952,Pen,4,8,Patel Suppliers,67.16,86.61,210,45,2023-09-30,2023-01-14,29,885,2
4953,Toothpaste,2,9,Agarwal Mart,178.9,223.87,285,37,2023-12-03,2023-02-07,86,861,2
4954,Pen,3,3,Patel Suppliers,81.89,119.88,261,10,2023-11-02,2023-02-22,28,846,2
4955,Notebook,3,1,Sharma Traders,87.61,115.95,17,16,2023-04-17,2023-01-11,91,888,1
4956,Chips,5,3,Verma Distributors,138.55,184.29,249,13,2023-08-24,2023-02-19,88,849,2
4957,Milk,4,5,Gupta Wholesalers,167.45,192.4,318,38,2023-08-24,2023-02-23,47,845,2
4958,Detergent,1,0,Verma Distributors,135.11,162.45,370,34,2023-08-24,2023-02-03,32,865,0
4959,Toothpaste,6,8,Gupta Wholesalers,244.6,357.42,404,47,2023-08-24,2023-01-27,66,872,0
4960,Detergent,6,6,Patel Suppliers,94.18,105.41,234,26,2023-08-24,2023-01-21,23,878,2
4961,Notebook,4,6,Agarwal Mart,479.45,565.62,395,30,2023-08-24,2023-01-25,94,874,0
4962,Shampoo,0,4,Verma Distributors,320.17,389.96,143,13,2023-06-06,2023-01-23,69,876,1
4963,Detergent,0,2,Agarwal Mart,350.08,434.16,237,28,2023-08-07,2023-01-11,87,888,2
4964,Chips,6,4,Gupta Wholesalers,298.47,398.72,345,18,2023-08-07,2023-02-17,8,851,0
4965,Notebook,3,3,Agarwal Mart,329.06,382.79,443,49,2023-09-29,2023-02-10,68,858,0
4966,Wheat Flour,3,2,Agarwal Mart,210.79,302.62,258,37,2023-09-12,2023-01-17,50,882,2
4967,Wheat Flour,4,2,Verma Distributors,318.09,366.79,494,34,2023-09-12,2023-01-25,94,874,0
4968,Rice,0,2,Agarwal Mart,287.44,414.38,442,19,2023-04-07,2023-01-21,58,878,0
4969,Wheat Flour,1,6,Agarwal Mart,465.24,576.45,213,15,2023-04-07,2023-02-22,46,846,2
4970,Detergent,2,6,Verma Distributors,218.48,274.49,163,13,2023-08-02,2023-01-09,73,890,1
4971,Notebook,4,1,Patel Suppliers,80.45,92.61,19,36,2023-08-02,2023-01-22,21,877,1
4972,Notebook,0,5,Gupta Wholesalers,485.77,575.09,93,27,2023-07-06,2023-01-22,70,877,1
4973,Milk,4,1,Sharma Traders,389.72,485.43,148,11,2023-07-06,2023-01-23,66,876,1
4974,Toothpaste,2,2,Patel Suppliers,232.78,324.44,202,31,2023-03-14,2023-01-13,55,886,2
4975,Wheat Flour,1,0,Patel Suppliers,182.38,200.93,381,43,2023-03-14,2023-02-14,89,854,0
4976,Toothpaste,1,4,Agarwal Mart,234.09,303.27,13,30,2023-03-14,2023-02-09,24,859,1
4977,Toothpaste,2,8,Patel Suppliers,191.78,250.75,254,42,2023-09-21,2023-02-09,34,859,2
4978,Shampoo,1,9,Gupta Wholesalers,145.95,169.35,196,34,2023-09-21,2023-01-09,69,890,2
4979,Notebook,0,5,Gupta Wholesalers,434.77,572.44,356,20,2023-10-04,2023-02-05,39,863,0
4980,Shampoo,6,0,Sharma Traders,364.0,540.2,196,45,2023-10-04,2023-01-20,33,879,2
4981,Soap,4,2,Agarwal Mart,342.99,447.29,404,19,2023-10-04,2023-02-23,93,845,0
4982,Shampoo,6,8,Verma Distributors,436.37,487.01,163,17,2023-10-04,2023-01-17,20,882,1
4983,Soap,5,2,Sharma Traders,92.95,108.3,271,14,2023-11-13,2023-01-02,81,897,2
4984,Milk,5,0,Gupta Wholesalers,338.06,429.54,400,48,2023-05-31,2023-02-15,69,853,0
4985,Wheat Flour,4,0,Gupta Wholesalers,416.6,548.33,6,29,2023-05-31,2023-01-05,59,894,1
4986,Milk,2,8,Verma Distributors,154.9,183.16,386,31,2023-09-14,2023-01-02,92,897,0
4987,Chips,4,6,Verma Distributors,425.11,615.76,393,23,2023-09-14,2023-01-02,63,897,0
4988,Toothpaste,4,1,Gupta Wholesalers,157.93,234.75,143,17,2023-09-14,2023-01-04,43,895,1
4989,Detergent,6,9,Patel Suppliers,139.9,170.27,94,48,2023-09-14,2023-01-16,80,883,1
4990,Chips,5,5,Patel Suppliers,349.27,464.48,134,42,2023-09-06,2023-01-20,97,879,1
4991,Soap,0,4,Gupta Wholesalers,259.78,348.17,147,37,2023-04-14,2023-01-12,79,887,1
4992,Pen,1,6,Gupta Wholesalers,302.26,430.93,202,14,2023-04-14,2023-02-28,33,840,2
4993,Wheat Flour,2,2,Agarwal Mart,122.08,154.95,479,36,2023-08-05,2023-01-17,82,882,0
4994,Milk,5,2,Gupta Wholesalers,426.34,516.12,457,10,2023-02-15,2023-01-16,81,883,0
4995,Milk,6,2,Gupta Wholesalers,48.39,71.14,151,15,2023-02-15,2023-01-18,33,881,1
4996,Detergent,4,4,Patel Suppliers,382.0,485.84,287,31,2023-02-15,2023-02-06,63,862,2
4997,Chips,6,2,Patel Suppliers,38.18,45.19,256,29,2023-02-15,2023-01-18,64,881,2
4998,Soap,3,0,Sharma Traders,345.55,417.82,494,20,2023-11-29,2023-02-01,84,867,0
4999,Milk,5,9,Verma Distributors,380.81,433.06,206,32,2023-05-20,2023-01-24,52,875,2
5000,Toothpaste,6,3,Patel Suppliers,143.22,207.95,441,35,2023-05-20,2023-01-20,12,879,0
5001,Notebook,2,5,Patel Suppliers,440.67,519.72,331,23,2023-08-12,2023-01-03,14,896,2
5002,Soap,3,9,Agarwal Mart,436.09,506.06,240,35,2023-10-07,2023-01-22,72,877,2
