Item ID,Item Name,Category,Brand,Supplier Name,Purchase Price,Selling Price,Stock Quantity,Reorder Level,Expiry Date,Last Restocked Date,Sales Per Month
201,Rice,Beverages,Amul,Verma Distributors,280.51,381.48,226,23,2023-10-18,2023-01-27,42
1457,Soap,Fmcg,Godrej,Agarwal Mart,463.62,516.56,147,16,2023-12-13,2023-01-09,33
10560,Chips,Stationery,Haldiram,Verma Distributors,42.65,52.09,485,18,2024-02-21,2023-01-30,27
9801,Toothpaste,Fmcg,Amul,Verma Distributors,39.64,56.83,459,36,2023-03-10,2023-01-28,41
8454,Rice,Fmcg,Tata,Agarwal Mart,409.12,512.42,362,40,2023-12-08,2023-02-04,32
9652,Notebook,Household,Britannia,Patel Suppliers,273.87,366.14,136,32,2024-02-21,2023-02-25,5
8893,Soap,Stationery,Parle,Agarwal Mart,496.27,735.14,219,45,2024-02-21,2023-02-07,51
18545,Soap,Personal Care,Amul,Verma Distributors,14.95,18.83,253,49,2023-10-23,2023-02-04,51
10264,Notebook,Fmcg,Colgate,Gupta Wholesalers,114.15,145.73,490,43,2023-03-04,2023-02-21,85
1203,Pen,Electronics,Parle,Sharma Traders,67.71,83.98,167,21,2024-02-21,2023-02-22,66
15968,Pen,Grocery,Dabur,Gupta Wholesalers,304.25,400.26,491,37,2023-04-02,2023-01-04,23
3644,Chips,Stationery,Amul,Agarwal Mart,249.26,363.55,143,32,2024-02-21,2023-01-11,77
10991,Rice,Grocery,Colgate,Patel Suppliers,98.52,126.18,484,28,2023-08-02,2023-01-06,37
10724,Toothpaste,Beverages,Nestle,Verma Distributors,227.62,318.17,468,48,2023-06-28,2023-02-01,50
10357,Notebook,Beverages,Itc,Sharma Traders,263.21,296.44,499,30,2023-03-26,2023-01-24,23
3129,Soap,Grocery,Itc,Patel Suppliers,69.76,97.28,451,44,2023-04-21,2023-01-23,7
4352,Notebook,Beverages,Parle,Patel Suppliers,234.36,323.38,158,48,2023-02-22,2023-01-04,94
19403,Shampoo,Stationery,Itc,Verma Distributors,99.19,136.18,60,27,2024-02-21,2023-01-18,31
15879,Detergent,Grocery,Colgate,Verma Distributors,384.82,566.33,465,15,2023-07-02,2023-02-10,70
3012,Shampoo,Household,Dabur,Verma Distributors,409.26,517.95,101,41,2024-02-21,2023-02-07,84
5091,Detergent,Fmcg,Amul,Gupta Wholesalers,244.25,348.24,374,31,2023-10-31,2023-02-05,41
17108,Wheat Flour,Personal Care,Colgate,Agarwal Mart,154.64,170.94,159,11,2023-10-31,2023-02-01,86
2622,Chips,Personal Care,Itc,Agarwal Mart,94.04,129.87,189,12,2023-11-01,2023-01-20,28
1535,Rice,Personal Care,Amul,Gupta Wholesalers,371.12,519.05,27,16,2023-04-05,2023-01-10,42
18179,Toothpaste,Personal Care,Tata,Agarwal Mart,145.46,164.56,320,13,2023-08-16,2023-02-20,42
3837,Wheat Flour,Household,Nestle,Gupta Wholesalers,390.6,550.1,185,15,2024-02-21,2023-01-19,42
17767,Pen,Fmcg,Amul,Agarwal Mart,82.36,94.14,346,20,2023-09-21,2023-01-02,77
11521,Rice,Household,Amul,Gupta Wholesalers,170.39,224.51,422,21,2024-02-21,2023-02-21,78
16081,Rice,Household,Amul,Verma Distributors,144.18,170.17,25,12,2024-02-21,2023-02-11,47
15860,Chips,Electronics,Tata,Patel Suppliers,326.61,454.5,175,42,2024-02-21,2023-02-21,41
8551,Chips,Electronics,Amul,Patel Suppliers,229.8,320.53,307,44,2024-02-21,2023-01-28,93
15663,Toothpaste,Electronics,Colgate,Patel Suppliers,310.28,341.82,130,46,2024-02-21,2023-01-21,43
5130,Rice,Beverages,Amul,Verma Distributors,140.64,185.01,256,41,2023-12-13,2023-01-12,99
14009,Shampoo,Stationery,Britannia,Verma Distributors,436.64,526.86,490,25,2024-02-21,2023-01-21,99
3353,Soap,Personal Care,Godrej,Verma Distributors,34.46,46.89,365,24,2023-07-24,2023-01-24,19
13455,Wheat Flour,Beverages,Colgate,Agarwal Mart,33.39,42.09,225,30,2023-08-18,2023-01-07,46
13759,Soap,Stationery,Haldiram,Patel Suppliers,10.88,13.3,431,33,2024-02-21,2023-02-10,85
4904,Toothpaste,Fmcg,Parle,Agarwal Mart,420.66,486.43,178,49,2023-04-12,2023-01-14,47
2931,Notebook,Beverages,Dabur,Patel Suppliers,387.54,432.17,413,18,2023-05-01,2023-01-02,84
1088,Shampoo,Household,Itc,Gupta Wholesalers,488.16,557.58,478,26,2024-02-21,2023-01-23,91
15245,Chips,Electronics,Haldiram,Sharma Traders,94.34,128.39,186,44,2024-02-21,2023-02-02,75
12089,Toothpaste,Fmcg,Britannia,Sharma Traders,342.32,412.9,53,45,2023-02-02,2023-02-11,11
4885,Pen,Fmcg,Nestle,Agarwal Mart,376.84,533.62,330,16,2023-05-08,2023-01-04,9
14634,Milk,Fmcg,Itc,Agarwal Mart,405.38,531.13,135,41,2023-03-15,2023-01-27,59
7948,Wheat Flour,Fmcg,Nestle,Verma Distributors,458.01,647.93,418,19,2023-05-09,2023-01-12,17
16824,Chips,Beverages,Parle,Sharma Traders,250.29,281.78,488,15,2023-11-11,2023-02-25,46
15820,Chips,Stationery,Haldiram,Agarwal Mart,103.2,138.07,465,46,2024-02-21,2023-01-23,58
5392,Shampoo,Fmcg,Haldiram,Patel Suppliers,395.5,438.08,193,30,2023-09-29,2023-01-04,26
7246,Shampoo,Personal Care,Nestle,Verma Distributors,215.0,242.01,328,40,2023-10-16,2023-02-07,80
15683,Detergent,Personal Care,Dabur,Sharma Traders,290.75,367.58,37,22,2023-10-29,2023-02-01,15
6280,Chips,Grocery,Colgate,Sharma Traders,217.6,270.91,306,24,2023-11-14,2023-02-14,35
5195,Soap,Stationery,Britannia,Gupta Wholesalers,22.35,33.18,17,11,2024-02-21,2023-02-20,24
14223,Rice,Personal Care,Dabur,Patel Suppliers,229.72,261.13,236,10,2023-08-26,2023-02-17,45
17122,Rice,Personal Care,Godrej,Gupta Wholesalers,345.46,447.48,496,14,2023-09-06,2023-02-04,49
19673,Soap,Electronics,Haldiram,Gupta Wholesalers,184.25,206.77,419,27,2024-02-21,2023-01-18,48
17186,Shampoo,Electronics,Godrej,Sharma Traders,416.78,564.98,338,34,2024-02-21,2023-01-04,65
1730,Notebook,Beverages,Britannia,Patel Suppliers,174.44,242.5,346,47,2023-11-20,2023-02-05,79
19915,Shampoo,Fmcg,Britannia,Patel Suppliers,351.09,511.01,136,43,2023-02-17,2023-02-18,96
19842,Chips,Beverages,Nestle,Gupta Wholesalers,207.91,230.88,103,22,2023-04-09,2023-01-27,8
13337,Shampoo,Fmcg,Nestle,Sharma Traders,199.75,269.6,219,20,2023-12-06,2023-02-28,56
3311,Rice,Household,Parle,Agarwal Mart,488.93,664.97,394,24,2024-02-21,2023-02-13,73
12572,Soap,Electronics,Parle,Gupta Wholesalers,211.01,285.45,191,35,2024-02-21,2023-01-30,5
3416,Milk,Household,Godrej,Agarwal Mart,78.71,107.35,161,31,2024-02-21,2023-02-19,41
5862,Notebook,Beverages,Dabur,Verma Distributors,337.39,427.59,470,48,2023-05-16,2023-01-26,62
15238,Milk,Personal Care,Godrej,Agarwal Mart,358.25,440.59,458,43,2023-11-14,2023-01-31,88
6260,Rice,Fmcg,Amul,Patel Suppliers,24.18,32.48,299,26,2023-03-13,2023-01-08,76
9620,Pen,Beverages,Dabur,Sharma Traders,285.77,426.62,30,32,2023-10-26,2023-01-03,40
5864,Pen,Electronics,Haldiram,Sharma Traders,307.99,410.73,106,19,2024-02-21,2023-02-01,62
9807,Pen,Household,Dabur,Verma Distributors,262.31,357.42,285,25,2024-02-21,2023-02-10,39
5850,Chips,Stationery,Britannia,Patel Suppliers,54.71,69.35,306,24,2024-02-21,2023-01-21,6
2755,Pen,Stationery,Nestle,Agarwal Mart,61.84,77.88,96,24,2024-02-21,2023-01-29,24
13644,Detergent,Fmcg,Parle,Agarwal Mart,21.96,28.16,456,42,2023-06-04,2023-02-02,63
10193,Detergent,Beverages,Itc,Gupta Wholesalers,407.66,556.7,221,15,2023-03-20,2023-01-13,83
8036,Pen,Beverages,Amul,Gupta Wholesalers,108.46,156.23,236,31,2023-10-01,2023-02-10,14
16837,Wheat Flour,Household,Amul,Patel Suppliers,263.44,331.73,59,29,2024-02-21,2023-02-11,95
15028,Milk,Electronics,Nestle,Verma Distributors,477.24,533.55,277,45,2024-02-21,2023-01-04,58
10762,Soap,Electronics,Parle,Patel Suppliers,101.31,123.42,220,30,2024-02-21,2023-02-06,97
7376,Detergent,Grocery,Britannia,Gupta Wholesalers,93.04,107.53,288,15,2023-06-22,2023-01-26,85
10710,Detergent,Stationery,Parle,Verma Distributors,248.01,310.14,152,10,2024-02-21,2023-02-16,81
5999,Soap,Beverages,Amul,Agarwal Mart,487.03,621.14,374,32,2023-10-02,2023-02-19,75
12265,Soap,Fmcg,Dabur,Verma Distributors,287.71,392.43,14,13,2023-11-20,2023-02-27,52
19734,Milk,Electronics,Tata,Patel Suppliers,328.98,405.31,389,45,2024-02-21,2023-01-02,24
19733,Shampoo,Grocery,Itc,Agarwal Mart,252.32,372.91,266,40,2023-06-05,2023-01-06,32
1283,Soap,Personal Care,Dabur,Patel Suppliers,287.52,358.01,66,12,2023-03-07,2023-01-17,40
5291,Rice,Stationery,Godrej,Sharma Traders,12.94,16.75,55,11,2024-02-21,2023-02-11,5
10785,Pen,Stationery,Nestle,Agarwal Mart,428.76,628.54,97,12,2024-02-21,2023-02-15,33
11068,Detergent,Grocery,Amul,Agarwal Mart,232.74,323.14,135,30,2023-09-14,2023-02-25,86
19689,Milk,Household,Parle,Gupta Wholesalers,53.15,65.11,492,20,2024-02-21,2023-01-19,60
4022,Pen,Electronics,Nestle,Patel Suppliers,55.01,65.5,455,40,2024-02-21,2023-01-02,85
16142,Rice,Electronics,Godrej,Gupta Wholesalers,372.37,410.05,139,17,2024-02-21,2023-01-06,15
6827,Soap,Fmcg,Amul,Gupta Wholesalers,413.67,508.88,14,39,2023-04-06,2023-02-14,12
18362,Pen,Beverages,Tata,Verma Distributors,94.02,135.0,176,29,2023-05-30,2023-02-22,87
12085,Milk,Grocery,Itc,Verma Distributors,217.45,280.93,464,14,2023-06-02,2023-02-24,88
11052,Chips,Beverages,Godrej,Agarwal Mart,286.59,339.56,390,46,2023-03-01,2023-01-09,68
8332,Pen,Grocery,Tata,Gupta Wholesalers,370.27,529.19,145,16,2023-10-05,2023-02-27,20
10079,Wheat Flour,Household,Nestle,Gupta Wholesalers,121.84,181.92,239,31,2024-02-21,2023-02-20,48
8994,Toothpaste,Grocery,Nestle,Agarwal Mart,27.59,36.83,427,47,2023-12-06,2023-02-13,71
9819,Pen,Electronics,Godrej,Patel Suppliers,36.12,41.0,66,12,2024-02-21,2023-01-30,50
16875,Chips,Stationery,Itc,Sharma Traders,397.12,541.26,102,10,2024-02-21,2023-02-28,83
10647,Detergent,Beverages,Amul,Gupta Wholesalers,337.53,432.11,303,12,2023-11-20,2023-02-23,18
13994,Rice,Grocery,Godrej,Verma Distributors,419.58,497.09,123,31,2023-08-14,2023-01-02,30
19990,Soap,Beverages,Itc,Verma Distributors,374.78,528.94,415,15,2023-10-16,2023-01-18,9
9711,Notebook,Electronics,Britannia,Verma Distributors,324.5,402.97,31,11,2024-02-21,2023-02-27,67
6897,Rice,Electronics,Itc,Patel Suppliers,498.97,626.24,252,19,2024-02-21,2023-01-05,89
15371,Chips,Grocery,Dabur,Patel Suppliers,271.2,392.21,48,34,2023-03-19,2023-02-20,32
11680,Chips,Household,Colgate,Gupta Wholesalers,205.36,238.38,37,11,2024-02-21,2023-01-12,56
8963,Notebook,Fmcg,Colgate,Agarwal Mart,390.72,497.32,152,45,2023-06-03,2023-01-31,71
5475,Shampoo,Stationery,Haldiram,Patel Suppliers,212.47,244.78,154,43,2024-02-21,2023-01-18,35
6403,Rice,Electronics,Amul,Gupta Wholesalers,299.06,366.59,32,28,2024-02-21,2023-01-12,55
3726,Chips,Household,Dabur,Verma Distributors,196.08,288.26,492,46,2024-02-21,2023-01-14,68
3740,Shampoo,Electronics,Godrej,Sharma Traders,127.56,160.9,201,29,2024-02-21,2023-02-13,74
10222,Chips,Fmcg,Dabur,Patel Suppliers,139.23,191.56,375,24,2023-03-18,2023-03-02,99
13085,Soap,Personal Care,Dabur,Agarwal Mart,56.66,73.83,172,44,2023-11-26,2023-02-22,11
8733,Soap,Personal Care,Nestle,Patel Suppliers,112.6,161.98,222,28,2023-09-28,2023-02-19,51
12492,Soap,Fmcg,Godrej,Agarwal Mart,147.57,203.21,360,20,2023-07-13,2023-02-21,65
6776,Toothpaste,Grocery,Britannia,Verma Distributors,16.55,24.07,325,25,2023-10-08,2023-02-02,87
19981,Detergent,Fmcg,Dabur,Gupta Wholesalers,187.75,258.3,405,44,2023-08-05,2023-02-12,86
4292,Detergent,Electronics,Nestle,Gupta Wholesalers,323.88,404.3,31,40,2024-02-21,2023-01-06,98
3580,Toothpaste,Fmcg,Godrej,Sharma Traders,174.98,211.26,434,39,2023-08-20,2023-01-30,30
12569,Soap,Electronics,Colgate,Patel Suppliers,292.79,351.42,253,11,2024-02-21,2023-01-08,38
929,Chips,Fmcg,Parle,Gupta Wholesalers,326.0,391.83,275,12,2023-03-18,2023-02-04,100
6530,Rice,Personal Care,Amul,Sharma Traders,235.66,310.17,375,14,2023-07-18,2023-02-15,14
3845,Shampoo,Personal Care,Godrej,Agarwal Mart,101.89,148.47,94,36,2023-11-28,2023-02-17,50
18144,Notebook,Grocery,Dabur,Gupta Wholesalers,155.55,222.92,33,16,2023-12-03,2023-02-01,27
10868,Soap,Stationery,Godrej,Gupta Wholesalers,121.35,157.25,458,35,2024-02-21,2023-01-27,82
17780,Wheat Flour,Beverages,Parle,Patel Suppliers,21.38,31.88,364,26,2023-12-29,2023-01-26,69
17401,Pen,Fmcg,Parle,Sharma Traders,234.49,320.66,93,47,2023-12-29,2023-01-20,49
6149,Soap,Stationery,Itc,Sharma Traders,236.99,291.66,478,36,2024-02-21,2023-01-25,56
8320,Rice,Electronics,Amul,Patel Suppliers,196.45,287.1,106,15,2024-02-21,2023-01-29,13
1816,Rice,Fmcg,Tata,Verma Distributors,51.21,63.85,262,42,2023-03-08,2023-02-21,54
6073,Shampoo,Stationery,Dabur,Sharma Traders,43.52,60.14,449,41,2024-02-21,2023-02-24,95
9301,Chips,Electronics,Itc,Patel Suppliers,161.0,235.26,101,39,2024-02-21,2023-03-01,34
11848,Toothpaste,Stationery,Dabur,Gupta Wholesalers,294.27,410.6,266,38,2024-02-21,2023-01-22,15
19588,Shampoo,Personal Care,Haldiram,Sharma Traders,313.2,468.32,275,12,2023-02-01,2023-01-16,22
9458,Detergent,Grocery,Haldiram,Patel Suppliers,239.38,334.08,124,11,2023-03-13,2023-02-03,67
5834,Milk,Stationery,Amul,Patel Suppliers,244.28,306.29,43,16,2024-02-21,2023-02-22,74
19265,Milk,Grocery,Godrej,Patel Suppliers,13.72,15.98,340,44,2023-03-27,2023-02-14,27
15022,Wheat Flour,Personal Care,Nestle,Agarwal Mart,472.45,655.0,391,12,2023-03-07,2023-02-03,21
14378,Milk,Stationery,Godrej,Sharma Traders,145.57,171.61,386,28,2024-02-21,2023-01-18,20
8883,Shampoo,Fmcg,Tata,Gupta Wholesalers,282.02,314.95,217,35,2023-03-20,2023-01-12,79
14305,Wheat Flour,Stationery,Nestle,Verma Distributors,455.8,532.6,405,36,2024-02-21,2023-02-28,95
10490,Chips,Grocery,Itc,Patel Suppliers,25.16,31.7,22,29,2023-08-01,2023-02-16,42
11886,Toothpaste,Personal Care,Godrej,Gupta Wholesalers,75.13,109.82,192,33,2023-04-25,2023-01-03,48
14219,Shampoo,Grocery,Dabur,Gupta Wholesalers,170.69,211.59,223,12,2023-10-06,2023-02-05,31
5904,Chips,Personal Care,Godrej,Patel Suppliers,88.26,108.32,216,30,2023-08-03,2023-01-05,26
7665,Rice,Personal Care,Nestle,Patel Suppliers,124.24,140.33,471,31,2023-02-23,2023-01-07,82
14010,Chips,Fmcg,Colgate,Gupta Wholesalers,286.38,325.02,372,35,2023-12-27,2023-01-24,23
2130,Soap,Fmcg,Colgate,Verma Distributors,390.01,432.81,89,19,2023-12-14,2023-02-15,25
19863,Milk,Beverages,Godrej,Sharma Traders,221.3,269.48,93,10,2023-05-30,2023-02-27,23
7780,Shampoo,Personal Care,Godrej,Patel Suppliers,402.39,554.48,486,34,2023-06-07,2023-02-15,14
2741,Pen,Household,Tata,Verma Distributors,435.0,542.27,455,22,2024-02-21,2023-02-02,42
17471,Chips,Household,Itc,Gupta Wholesalers,445.28,596.62,468,46,2024-02-21,2023-02-14,27
8814,Soap,Fmcg,Haldiram,Sharma Traders,187.84,232.16,143,42,2023-03-11,2023-02-15,92
15173,Chips,Stationery,Haldiram,Patel Suppliers,270.17,333.64,216,17,2024-02-21,2023-01-19,34
10780,Toothpaste,Stationery,Dabur,Verma Distributors,13.65,19.32,108,16,2024-02-21,2023-01-09,89
1351,Notebook,Beverages,Haldiram,Sharma Traders,213.97,263.53,325,48,2023-03-18,2023-01-23,40
9059,Rice,Fmcg,Dabur,Gupta Wholesalers,485.01,623.95,280,19,2023-10-17,2023-01-21,31
13496,Notebook,Beverages,Godrej,Agarwal Mart,248.86,329.3,80,49,2023-10-06,2023-01-31,32
9923,Rice,Personal Care,Dabur,Gupta Wholesalers,250.19,302.67,134,42,2023-04-12,2023-02-14,70
1523,Notebook,Fmcg,Parle,Sharma Traders,186.91,244.84,37,10,2023-06-09,2023-01-08,65
6761,Pen,Fmcg,Tata,Verma Distributors,190.31,238.0,308,27,2023-02-19,2023-02-27,97
18863,Rice,Stationery,Tata,Patel Suppliers,164.68,207.2,449,16,2024-02-21,2023-01-28,21
2798,Milk,Fmcg,Itc,Verma Distributors,442.14,526.86,293,11,2023-03-20,2023-01-18,6
7041,Milk,Fmcg,Nestle,Agarwal Mart,497.28,696.66,438,17,2023-06-01,2023-01-07,59
2993,Notebook,Personal Care,Godrej,Agarwal Mart,425.34,549.62,196,13,2023-02-16,2023-02-06,58
13752,Toothpaste,Beverages,Itc,Agarwal Mart,263.91,355.23,34,49,2023-06-05,2023-01-12,83
15060,Milk,Household,Godrej,Gupta Wholesalers,237.17,327.05,436,12,2024-02-21,2023-01-14,92
15067,Milk,Personal Care,Dabur,Sharma Traders,434.74,615.26,112,10,2023-10-22,2023-02-12,11
9756,Milk,Beverages,Godrej,Agarwal Mart,26.76,36.19,314,44,2023-02-23,2023-02-28,9
9153,Wheat Flour,Electronics,Nestle,Agarwal Mart,417.63,522.94,225,15,2024-02-21,2023-02-27,49
7458,Detergent,Household,Godrej,Sharma Traders,473.47,627.3,314,15,2024-02-21,2023-01-24,51
7684,Rice,Grocery,Godrej,Sharma Traders,379.15,481.74,108,40,2023-07-16,2023-01-19,96
17822,Shampoo,Personal Care,Colgate,Sharma Traders,229.06,338.61,470,34,2023-10-05,2023-01-28,25
10262,Chips,Beverages,Colgate,Gupta Wholesalers,246.14,333.82,16,27,2023-06-04,2023-01-18,49
12965,Toothpaste,Beverages,Haldiram,Patel Suppliers,230.16,308.12,141,21,2023-02-22,2023-01-21,72
89,Detergent,Personal Care,Haldiram,Agarwal Mart,218.62,327.2,476,32,2023-05-24,2023-02-22,18
10400,Wheat Flour,Electronics,Amul,Sharma Traders,431.26,631.39,225,39,2024-02-21,2023-01-14,71
8973,Detergent,Personal Care,Britannia,Sharma Traders,480.29,563.71,360,48,2023-02-22,2023-01-23,89
16703,Chips,Grocery,Tata,Agarwal Mart,196.06,216.11,219,33,2023-03-20,2023-02-24,53
13251,Soap,Electronics,Parle,Patel Suppliers,134.88,156.48,94,26,2024-02-21,2023-01-08,11
11163,Toothpaste,Household,Colgate,Verma Distributors,295.19,335.14,235,11,2024-02-21,2023-03-02,78
18191,Toothpaste,Fmcg,Godrej,Sharma Traders,213.15,290.67,456,39,2023-12-25,2023-02-11,23
8514,Chips,Stationery,Amul,Sharma Traders,368.85,552.61,143,31,2024-02-21,2023-01-09,40
1444,Soap,Grocery,Britannia,Gupta Wholesalers,235.17,325.76,286,50,2023-08-10,2023-02-12,49
9011,Pen,Fmcg,Colgate,Gupta Wholesalers,277.98,334.96,329,26,2023-08-30,2023-01-11,50
17558,Toothpaste,Stationery,Parle,Patel Suppliers,284.46,386.54,456,17,2024-02-21,2023-01-06,72
13250,Toothpaste,Beverages,Amul,Patel Suppliers,170.39,237.19,43,32,2023-10-27,2023-01-20,19
17832,Rice,Personal Care,Nestle,Sharma Traders,314.17,383.49,19,31,2023-02-21,2023-01-25,31
11082,Wheat Flour,Stationery,Nestle,Verma Distributors,479.7,582.96,269,23,2024-02-21,2023-01-15,98
17949,Toothpaste,Grocery,Colgate,Sharma Traders,306.06,414.02,305,19,2023-11-27,2023-02-12,97
2302,Pen,Electronics,Itc,Verma Distributors,435.05,606.63,283,18,2024-02-21,2023-01-08,26
16293,Toothpaste,Electronics,Colgate,Patel Suppliers,229.88,312.73,9,29,2024-02-21,2023-01-10,80
18255,Notebook,Stationery,Tata,Agarwal Mart,394.7,539.25,423,13,2024-02-21,2023-01-31,97
2362,Wheat Flour,Stationery,Parle,Gupta Wholesalers,146.19,161.62,53,44,2024-02-21,2023-01-26,99
5072,Toothpaste,Household,Itc,Gupta Wholesalers,128.31,183.55,247,38,2024-02-21,2023-01-17,33
19639,Wheat Flour,Stationery,Nestle,Sharma Traders,330.2,449.75,126,32,2024-02-21,2023-03-01,44
12403,Milk,Grocery,Dabur,Sharma Traders,176.34,228.96,88,44,2023-02-04,2023-02-17,96
13827,Wheat Flour,Fmcg,Parle,Agarwal Mart,234.5,258.11,294,30,2023-11-29,2023-01-16,91
9265,Pen,Stationery,Dabur,Sharma Traders,30.13,43.71,271,21,2024-02-21,2023-01-06,12
10676,Milk,Beverages,Britannia,Verma Distributors,124.43,167.16,53,41,2023-04-20,2023-02-22,34
9060,Detergent,Stationery,Colgate,Gupta Wholesalers,494.34,603.86,55,15,2024-02-21,2023-02-08,50
15528,Rice,Fmcg,Tata,Agarwal Mart,491.29,589.14,134,11,2023-08-18,2023-02-22,100
14252,Milk,Personal Care,Itc,Verma Distributors,30.35,45.27,248,21,2023-12-03,2023-02-04,45
15832,Soap,Household,Tata,Agarwal Mart,474.43,638.2,303,11,2024-02-21,2023-01-11,14
19558,Notebook,Electronics,Parle,Gupta Wholesalers,105.24,132.89,174,46,2024-02-21,2023-01-07,5
12843,Rice,Electronics,Nestle,Sharma Traders,259.44,352.2,493,19,2024-02-21,2023-02-12,71
8021,Milk,Grocery,Dabur,Verma Distributors,128.9,156.52,479,46,2023-03-20,2023-01-25,24
8304,Notebook,Grocery,Colgate,Sharma Traders,165.63,185.03,170,47,2023-12-22,2023-02-01,25
6187,Notebook,Fmcg,Colgate,Verma Distributors,431.24,486.21,400,29,2023-03-23,2023-02-14,13
19337,Toothpaste,Electronics,Itc,Patel Suppliers,247.21,357.35,469,30,2024-02-21,2023-02-16,91
15410,Pen,Beverages,Amul,Sharma Traders,20.14,27.73,90,33,2023-08-14,2023-01-03,84
5024,Chips,Beverages,Colgate,Gupta Wholesalers,97.95,143.98,57,47,2023-09-18,2023-02-06,24
9791,Chips,Electronics,Dabur,Gupta Wholesalers,236.83,312.85,212,37,2024-02-21,2023-01-18,81
7840,Wheat Flour,Grocery,Godrej,Patel Suppliers,68.58,84.98,283,45,2023-07-29,2023-02-23,27
4392,Shampoo,Electronics,Tata,Agarwal Mart,141.73,163.58,430,38,2024-02-21,2023-01-28,70
11234,Pen,Household,Haldiram,Patel Suppliers,412.51,509.89,441,29,2024-02-21,2023-01-07,38
14540,Pen,Personal Care,Haldiram,Sharma Traders,73.0,101.42,221,11,2023-12-07,2023-02-26,56
4640,Notebook,Stationery,Amul,Patel Suppliers,79.0,111.97,152,25,2024-02-21,2023-02-26,44
11483,Wheat Flour,Household,Itc,Verma Distributors,485.92,684.68,481,35,2024-02-21,2023-02-19,47
12954,Chips,Household,Colgate,Agarwal Mart,227.13,293.67,70,29,2024-02-21,2023-01-13,59
19975,Shampoo,Beverages,Amul,Gupta Wholesalers,61.3,86.26,446,15,2023-04-28,2023-02-24,6
3275,Pen,Electronics,Nestle,Sharma Traders,399.02,501.31,34,38,2024-02-21,2023-02-17,72
14735,Detergent,Household,Amul,Verma Distributors,295.69,416.64,359,29,2024-02-21,2023-02-15,71
9993,Chips,Personal Care,Colgate,Gupta Wholesalers,284.92,340.88,396,13,2023-09-30,2023-02-09,12
6741,Notebook,Household,Haldiram,Patel Suppliers,194.75,246.96,88,25,2024-02-21,2023-01-09,66
258,Shampoo,Grocery,Parle,Sharma Traders,372.12,444.55,144,10,2023-08-15,2023-01-08,86
12975,Shampoo,Electronics,Amul,Patel Suppliers,116.19,140.8,491,44,2024-02-21,2023-02-26,63
14688,Pen,Stationery,Parle,Agarwal Mart,139.1,177.96,124,25,2024-02-21,2023-02-24,32
18644,Toothpaste,Electronics,Amul,Agarwal Mart,493.01,576.05,131,22,2024-02-21,2023-01-24,46
19552,Chips,Stationery,Nestle,Verma Distributors,435.76,530.14,423,43,2024-02-21,2023-01-16,14
8067,Soap,Grocery,Dabur,Gupta Wholesalers,377.08,442.11,51,44,2023-06-10,2023-02-03,6
13104,Rice,Beverages,Itc,Agarwal Mart,285.62,425.78,198,28,2023-03-17,2023-01-10,56
1769,Milk,Household,Itc,Patel Suppliers,325.77,409.73,254,46,2024-02-21,2023-02-05,55
17090,Wheat Flour,Personal Care,Britannia,Verma Distributors,454.12,586.13,86,26,2023-03-01,2023-01-03,76
5060,Pen,Stationery,Dabur,Agarwal Mart,242.53,318.29,351,29,2024-02-21,2023-02-25,66
7093,Rice,Fmcg,Britannia,Sharma Traders,128.93,191.89,34,31,2023-05-01,2023-01-19,30
14603,Detergent,Beverages,Nestle,Verma Distributors,224.39,276.67,81,38,2023-02-19,2023-02-15,100
10312,Pen,Fmcg,Tata,Agarwal Mart,112.88,160.23,241,11,2023-10-30,2023-02-28,92
8802,Rice,Personal Care,Tata,Gupta Wholesalers,164.91,206.21,389,19,2023-02-10,2023-01-11,35
10578,Rice,Fmcg,Haldiram,Agarwal Mart,65.27,78.61,345,20,2023-01-31,2023-01-13,38
19483,Toothpaste,Beverages,Nestle,Verma Distributors,333.13,448.04,89,29,2023-07-30,2023-01-25,69
347,Detergent,Household,Nestle,Sharma Traders,283.34,330.85,437,14,2024-02-21,2023-02-14,18
5149,Shampoo,Stationery,Tata,Patel Suppliers,12.43,14.35,228,20,2024-02-21,2023-02-09,97
18009,Notebook,Household,Haldiram,Sharma Traders,351.58,453.31,331,16,2024-02-21,2023-02-16,46
5021,Notebook,Personal Care,Amul,Gupta Wholesalers,79.16,88.76,302,10,2023-09-09,2023-02-19,15
4345,Detergent,Electronics,Tata,Sharma Traders,493.98,706.09,380,26,2024-02-21,2023-01-15,75
12865,Pen,Fmcg,Nestle,Agarwal Mart,27.39,33.45,201,43,2023-09-07,2023-02-15,48
6302,Milk,Stationery,Itc,Sharma Traders,436.85,512.07,37,11,2024-02-21,2023-01-18,39
2982,Milk,Grocery,Amul,Verma Distributors,374.84,458.23,195,22,2023-07-18,2023-01-19,24
2415,Chips,Grocery,Godrej,Agarwal Mart,145.47,207.93,386,33,2023-03-26,2023-01-22,50
15598,Wheat Flour,Grocery,Nestle,Sharma Traders,48.93,65.17,371,18,2023-06-28,2023-02-01,43
8798,Wheat Flour,Fmcg,Tata,Verma Distributors,405.67,454.59,330,15,2023-03-11,2023-01-02,99
17551,Detergent,Fmcg,Godrej,Verma Distributors,93.94,135.31,307,21,2023-10-23,2023-01-10,60
9412,Rice,Household,Colgate,Agarwal Mart,439.94,559.85,217,37,2024-02-21,2023-02-19,45
